45.527,81.135,16.268,32.074,43.212,57.151
42.778,83.564,13.295,27.405,37.944,58.829
42.114,83.955,14.573,27.568,37.127,57.445
41.821,83.059,15.962,25.244,39.194,55.732
41.988,83.565,10.396,27.251,39.94,53.866
42.121,82.969,9.4972,25.31,41.274,58.376
41.88,81.179,12.977,27.272,39.925,53.703
39.491,82.833,10.16,21.669,39.837,52.954
38.154,82.729,9.7297,22.194,30.21,53.962
39.604,81.553,11.161,23.305,32.194,57.181
33.991,77.234,0,17.926,30.316,45.587
37.941,81.279,0,18.104,33.192,53.871
37.463,77.558,0,18.445,34.993,52.744
36.343,82.925,0,18.636,32.748,51.808
33.418,80.836,0,18.669,33.793,49.013
31.924,79.713,0,18.752,33.377,49.581
29.951,75.694,0,18.05,23.781,45.687
28.961,77.508,0,0,24.646,45.427
22.177,75.789,0,0,20.104,39.622
27.143,81.083,0,0,24.562,46.01
24.241,76.361,0,0,24.361,44.022
23.726,75.009,0,0,23.763,46.106
17.909,67.904,0,0,0,30.122
21.022,79.7,0,0,0,38.761
23.803,79.007,0,0,26.053,47.352
19.982,72.243,0,0,0,32.57
16.491,79.142,0,0,0,31.456
13.368,74.886,0,0,0,30.188
15.447,70.549,0,0,0,31.617
22.05,75.227,0,0,0,37.277
